
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kareem Abdul-Jabbar*,C,40,LAL,80,80,28.9,6.0,11.3,.532,0.0,0.0,.000,6.0,11.3,.532,.532,2.6,3.4,.762,1.5,4.5,6.0,1.7,0.6,1.2,2.0,2.7,14.6
2,Mark Acres,C,25,BOS,79,5,14.6,1.4,2.6,.532,0.0,0.0,,1.4,2.6,.532,.532,0.9,1.4,.640,1.3,2.1,3.4,0.5,0.4,0.3,0.7,2.5,3.6
3,Alvan Adams,C,33,PHO,82,25,20.1,3.1,6.2,.496,0.0,0.0,.500,3.0,6.1,.496,.497,1.3,1.6,.844,1.4,3.0,4.5,2.2,1.0,0.5,1.7,3.0,7.5
4,Michael Adams,PG,25,DEN,82,75,33.9,5.1,11.3,.449,1.7,4.6,.367,3.4,6.7,.505,.524,2.0,2.4,.834,0.5,2.2,2.7,6.1,2.0,0.2,1.8,1.7,13.9
5,Mark Aguirre,SF,28,DAL,77,77,33.9,9.7,20.4,.475,0.7,2.2,.302,9.0,18.2,.496,.491,5.0,6.5,.770,2.4,3.3,5.6,3.6,0.9,0.7,2.6,2.9,25.1
6,Danny Ainge,SG,28,BOS,81,81,37.3,6.0,12.1,.491,1.8,4.4,.415,4.1,7.7,.534,.566,2.0,2.2,.878,0.7,2.3,3.1,6.2,1.4,0.2,1.9,2.5,15.7
7,Mark Alarie,PF,24,WSB,63,0,12.2,2.3,4.8,.480,0.1,0.3,.222,2.2,4.5,.496,.487,0.6,0.8,.714,1.1,1.4,2.5,0.6,0.2,0.2,0.8,1.7,5.2
8,Steve Alford,PG,23,DAL,28,0,7.0,0.8,2.0,.382,0.0,0.3,.125,0.7,1.7,.426,.391,0.6,0.6,.941,0.1,0.7,0.8,0.8,0.6,0.1,0.4,0.8,2.1
9,Greg Anderson,PF,23,SAS,82,45,24.2,4.6,9.2,.501,0.0,0.1,.200,4.6,9.2,.503,.502,2.4,4.0,.604,2.0,4.3,6.3,1.0,0.7,1.5,1.7,2.8,11.7
10,Richard Anderson,PF,27,TOT,74,3,18.2,2.3,5.9,.390,0.6,2.0,.320,1.7,3.9,.426,.444,0.8,1.0,.753,1.2,2.9,4.1,1.5,0.7,0.2,0.8,1.9,6.1
11,Ron Anderson,SF,29,IND,74,1,14.8,2.9,5.9,.498,0.0,0.0,.000,2.9,5.9,.500,.498,1.5,1.9,.766,1.2,1.7,2.9,1.1,0.6,0.1,1.0,1.3,7.3
12,Joe Arlauckas,SF,22,SAC,9,0,9.4,1.6,4.8,.326,0.0,0.0,,1.6,4.8,.326,.326,0.7,0.9,.750,0.7,0.8,1.4,0.9,0.3,0.4,0.4,1.8,3.8
13,Vincent Askew,SG,21,PHI,14,2,16.7,1.6,5.3,.297,0.0,0.0,,1.6,5.3,.297,.297,0.6,0.8,.727,0.4,1.1,1.6,2.4,0.7,0.4,0.9,0.9,3.7
14,John Bagley,PG,27,NJN,82,74,33.8,4.8,10.9,.439,0.6,2.0,.292,4.2,9.0,.471,.465,1.8,2.2,.822,0.7,2.4,3.1,5.8,1.3,0.1,2.5,2.0,12.0
15,James Bailey,PF,30,PHO,65,0,13.4,1.7,3.7,.452,0.0,0.1,.000,1.7,3.6,.460,.452,1.1,1.4,.787,1.1,2.1,3.2,0.6,0.3,0.4,1.1,2.8,4.4
16,Thurl Bailey,SF,26,UTA,82,10,34.2,7.7,15.7,.492,0.0,0.0,.333,7.7,15.6,.493,.493,4.1,5.0,.826,1.6,4.8,6.5,1.9,0.6,1.5,2.3,2.3,19.6
17,Charles Barkley*,PF,24,PHI,80,80,39.6,9.4,16.0,.587,0.6,2.0,.280,8.9,14.1,.630,.604,8.9,11.9,.751,4.8,7.1,11.9,3.2,1.3,1.3,3.8,3.5,28.3
18,John Battle,SG,25,ATL,67,1,18.3,4.1,9.1,.454,0.2,0.6,.390,3.9,8.5,.458,.467,2.1,2.8,.750,0.4,1.3,1.7,2.4,0.5,0.1,1.1,1.3,10.6
19,William Bedford,C,24,DET,38,0,7.8,1.2,2.7,.436,0.0,0.0,,1.2,2.7,.436,.436,0.3,0.6,.565,0.7,1.0,1.7,0.1,0.2,0.4,0.5,1.2,2.7
