
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kareem Abdul-Jabbar*,C,36,LAL,80,80,32.8,9.0,15.5,.578,0.0,0.0,.000,9.0,15.5,.579,.578,3.6,4.9,.723,2.1,5.2,7.3,2.6,0.7,1.8,2.8,2.6,21.5
2,Alvan Adams,C,29,PHO,70,13,20.7,3.8,8.3,.462,0.0,0.1,.000,3.8,8.3,.465,.462,1.9,2.3,.825,1.7,2.9,4.6,3.1,1.0,0.4,1.7,2.8,9.6
3,Mark Aguirre,SF,24,DAL,79,79,36.7,11.7,22.3,.524,0.2,0.7,.268,11.5,21.6,.532,.528,5.9,7.9,.749,2.0,3.9,5.9,4.5,1.0,0.3,3.6,3.1,29.5
4,Danny Ainge,SG,24,BOS,71,3,16.3,2.3,5.1,.460,0.1,0.3,.273,2.3,4.8,.472,.468,0.6,0.8,.821,0.4,1.2,1.6,2.3,0.6,0.1,1.0,2.0,5.4
5,J.J. Anderson,SF,23,UTA,48,0,6.5,1.1,2.7,.423,0.0,0.1,.000,1.1,2.6,.433,.423,0.3,0.6,.414,0.8,0.5,1.3,0.5,0.3,0.2,0.4,0.6,2.5
6,Richard Anderson,PF,23,DEN,78,17,17.7,3.5,8.2,.426,0.0,0.2,.158,3.4,7.9,.435,.429,1.5,1.9,.773,1.7,3.5,5.2,2.5,0.6,0.4,1.4,2.3,8.5
7,Tiny Archibald*,PG,35,MIL,46,46,22.6,3.0,6.1,.487,0.1,0.4,.222,2.9,5.7,.506,.495,1.4,2.2,.634,0.3,1.3,1.7,3.5,0.7,0.0,1.7,1.7,7.4
8,Ken Austin,SF,22,DET,7,0,4.0,0.9,1.9,.462,0.0,0.0,,0.9,1.9,.462,.462,0.0,0.0,,0.3,0.1,0.4,0.1,0.1,0.1,0.4,1.0,1.7
9,John Bagley,PG,23,CLE,76,19,22.5,3.4,8.0,.423,0.0,0.2,.118,3.4,7.8,.432,.425,2.1,2.6,.793,0.6,1.4,2.1,4.4,1.0,0.1,2.2,1.5,8.9
10,James Bailey,PF,26,HOU,73,0,16.1,3.5,7.1,.491,0.0,0.0,.000,3.5,7.1,.492,.491,1.9,2.6,.719,1.4,2.6,4.0,1.1,0.5,0.5,1.4,2.7,8.8
11,Thurl Bailey,PF,22,UTA,81,54,24.8,3.7,7.3,.512,0.0,0.0,,3.7,7.3,.512,.512,1.1,1.4,.752,1.4,4.3,5.7,1.6,0.5,1.5,1.3,2.4,8.5
12,Greg Ballard,SF,29,WSB,82,82,32.9,6.2,12.9,.481,0.0,0.2,.133,6.2,12.8,.486,.482,2.0,2.5,.798,1.7,4.2,6.0,3.5,1.1,0.4,1.7,2.6,14.5
13,Gene Banks,PF,24,SAS,80,66,32.5,5.3,9.3,.568,0.0,0.1,.167,5.3,9.3,.571,.568,2.5,3.4,.741,2.6,4.7,7.3,3.2,1.3,0.3,2.1,3.2,13.1
14,Dave Batton,C,27,SAS,4,0,7.8,1.3,2.5,.500,0.0,0.0,,1.3,2.5,.500,.500,0.0,0.0,,0.3,0.8,1.0,0.8,0.0,0.8,1.0,1.3,2.5
15,Kent Benson,C,29,DET,82,58,21.1,3.0,5.5,.550,0.0,0.0,.000,3.0,5.5,.551,.550,1.0,1.2,.822,1.4,3.6,5.0,1.6,0.9,0.6,1.0,2.8,7.1
16,Larry Bird*,PF,27,BOS,79,77,38.3,9.6,19.5,.492,0.2,0.9,.247,9.4,18.6,.504,.497,4.7,5.3,.888,2.3,7.8,10.1,6.6,1.8,0.9,3.0,2.5,24.2
17,Otis Birdsong,SG,28,NJN,69,57,31.4,8.4,16.6,.508,0.1,0.3,.250,8.4,16.3,.513,.510,2.8,4.6,.608,1.1,1.4,2.5,3.9,1.2,0.2,2.5,2.6,19.8
18,Rolando Blackman,SG,24,DAL,81,81,37.3,8.9,16.3,.546,0.0,0.1,.091,8.9,16.2,.550,.547,4.6,5.7,.812,1.5,3.1,4.6,3.6,0.7,0.5,2.1,1.6,22.4
19,Tom Boswell,PF,30,UTA,38,0,6.9,0.7,1.4,.538,0.0,0.0,1.000,0.7,1.3,.529,.548,0.4,0.6,.762,0.7,0.9,1.7,0.4,0.2,0.0,0.3,1.5,1.9
20,Charles Bradley,SG,24,SEA,8,0,4.9,0.4,0.9,.429,0.0,0.0,,0.4,0.9,.429,.429,0.6,0.9,.714,0.0,0.4,0.4,0.6,0.0,0.1,1.0,0.8,1.4
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21,Mike Bratz,PG,28,GSW,82,0,17.4,2.6,6.4,.409,0.2,0.6,.294,2.4,5.7,.421,.423,1.5,1.7,.876,0.5,1.2,1.7,3.1,1.0,0.1,1.3,1.9,6.8
22,Randy Breuer,C,23,MIL,57,8,8.3,1.2,3.1,.384,0.0,0.0,,1.2,3.1,.384,.384,0.6,0.8,.696,0.8,1.1,1.9,0.3,0.2,0.7,0.6,1.7,2.9
23,Ron Brewer,SG,28,TOT,53,8,18.7,3.4,7.6,.444,0.1,0.3,.214,3.3,7.3,.452,.448,1.0,1.3,.776,0.4,0.8,1.2,0.9,0.5,0.4,0.8,1.2,7.8
24,Junior Bridgeman,SF,30,MIL,81,10,30.0,6.3,13.5,.465,0.1,0.4,.194,6.2,13.1,.473,.468,2.4,3.0,.807,1.0,3.1,4.1,3.3,0.7,0.2,1.8,2.8,15.1
25,Michael Brooks,SF,25,SDC,47,30,29.9,4.5,9.5,.479,0.0,0.1,.000,4.5,9.4,.484,.479,2.2,3.2,.689,3.0,4.3,7.3,1.9,1.1,0.3,1.7,2.7,11.3
26,Fred Brown,SG,35,SEA,71,1,15.9,3.6,7.1,.510,0.1,0.5,.265,3.5,6.6,.528,.519,1.1,1.2,.895,0.2,0.7,0.9,2.7,0.7,0.0,1.0,1.2,8.5
27,Rickey Brown,C,25,ATL,68,3,11.5,1.4,3.0,.468,0.0,0.0,,1.4,3.0,.468,.468,0.7,1.0,.738,1.0,1.7,2.7,0.4,0.3,0.3,0.8,2.4,3.5
28,Wallace Bryant,C,24,CHI,29,0,10.9,1.8,4.6,.391,0.0,0.0,,1.8,4.6,.391,.391,0.5,1.1,.424,1.3,1.5,2.8,0.4,0.3,0.4,0.6,1.7,4.1
29,Quinn Buckner,PG,29,BOS,79,0,15.8,1.7,4.1,.427,0.0,0.1,.000,1.7,4.0,.435,.427,0.6,0.9,.649,0.5,1.2,1.7,2.7,1.1,0.0,1.3,2.4,4.1
30,Don Buse,PG,33,KCK,76,10,17.5,2.0,4.6,.426,0.2,0.8,.305,1.7,3.9,.451,.452,0.8,1.1,.788,0.4,1.1,1.5,4.0,1.1,0.0,1.1,0.8,5.0
31,Kenny Carr,PF,28,POR,82,57,29.9,6.3,11.3,.561,0.0,0.1,.000,6.3,11.2,.564,.561,3.0,4.5,.673,2.5,5.3,7.8,1.9,0.8,0.4,2.5,3.3,15.6
32,M.L. Carr,SF,33,BOS,60,1,9.8,1.2,2.9,.409,0.1,0.3,.200,1.1,2.6,.429,.418,0.7,0.8,.875,0.4,0.8,1.3,0.8,0.3,0.1,0.8,1.1,3.1
33,Joe Barry Carroll,C,25,GSW,80,80,37.0,8.3,17.4,.477,0.0,0.0,.000,8.3,17.4,.477,.477,3.9,5.4,.723,2.9,5.0,8.0,2.5,1.3,1.8,3.4,3.1,20.5
34,Butch Carter,SG,25,IND,73,54,28.0,5.7,11.8,.479,0.2,0.6,.326,5.5,11.2,.488,.488,1.9,2.4,.764,1.0,1.1,2.1,2.8,1.8,0.2,1.9,2.9,13.4
35,Howard Carter,SG,22,DEN,55,5,12.5,2.6,5.7,.459,0.1,0.3,.263,2.5,5.4,.471,.467,0.9,1.1,.770,0.7,0.9,1.6,1.3,0.3,0.1,0.8,1.5,6.2
36,Bill Cartwright,C,26,NYK,77,77,32.3,5.9,10.5,.561,0.0,0.0,.000,5.9,10.5,.561,.561,5.2,6.5,.805,2.5,5.9,8.4,1.4,0.6,1.3,2.6,3.4,17.0
37,Harvey Catchings,PF,32,MIL,69,3,16.8,0.9,2.2,.399,0.0,0.0,.000,0.9,2.2,.401,.399,0.3,0.6,.524,1.3,2.6,3.9,0.6,0.4,1.2,0.8,2.5,2.1
38,Tom Chambers,PF,24,SEA,82,44,31.3,6.8,13.5,.499,0.0,0.1,.000,6.8,13.4,.505,.499,4.6,5.7,.800,2.7,3.8,6.5,1.6,0.6,0.6,2.3,3.8,18.1
39,Maurice Cheeks,PG,27,PHI,75,75,33.3,5.1,9.4,.550,0.1,0.3,.400,5.0,9.1,.554,.556,2.3,3.1,.733,0.6,2.1,2.7,6.4,2.3,0.3,2.4,2.6,12.7
40,Carlos Clark,SG,23,BOS,31,0,4.1,0.6,1.7,.365,0.0,0.1,.000,0.6,1.6,.380,.365,0.5,0.6,.889,0.2,0.3,0.5,0.5,0.3,0.0,0.4,0.4,1.7
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
41,Don Collins,SG,25,GSW,61,6,15.7,3.1,6.3,.483,0.0,0.1,.200,3.0,6.3,.487,.484,1.1,1.5,.730,1.0,1.1,2.1,1.1,0.7,0.2,1.3,2.0,7.2
42,Leroy Combs,SF,23,IND,48,0,9.3,1.7,3.4,.497,0.0,0.1,.000,1.7,3.3,.506,.497,1.2,1.9,.615,0.4,0.8,1.2,0.8,0.5,0.4,1.0,1.0,4.5
43,Lester Conner,SG,24,GSW,82,82,31.4,4.4,8.9,.493,0.0,0.1,.167,4.4,8.8,.496,.494,2.3,3.2,.718,1.6,2.1,3.7,4.9,2.0,0.1,1.7,2.1,11.1
44,Darwin Cook,PG,25,NJN,82,31,22.8,3.7,8.4,.443,0.1,0.6,.239,3.6,7.8,.457,.451,1.2,1.5,.754,0.6,1.3,1.9,4.3,2.0,0.4,1.7,2.2,8.7
45,Jeff Cook,C,27,CLE,81,21,24.1,2.3,4.8,.486,0.0,0.0,.500,2.3,4.8,.486,.487,1.2,1.6,.723,2.1,3.8,6.0,1.5,0.8,0.6,1.1,3.5,5.8
46,Michael Cooper,SG,27,LAL,82,9,29.1,3.3,6.7,.497,0.5,1.5,.314,2.9,5.2,.549,.532,1.9,2.3,.838,0.6,2.5,3.2,5.9,1.4,0.8,1.8,3.3,9.0
47,Wayne Cooper,C,27,POR,81,38,20.5,3.8,8.2,.459,0.0,0.1,.000,3.8,8.1,.463,.459,2.3,2.8,.804,2.2,3.7,5.9,0.9,0.3,1.3,1.4,3.0,9.8
48,Dave Corzine,C,27,CHI,82,82,32.6,4.7,10.0,.467,0.0,0.1,.333,4.7,9.9,.469,.469,2.8,3.4,.840,2.1,5.0,7.0,2.5,0.7,1.5,2.1,2.8,12.2
49,Charlie Criss,PG,35,TOT,15,0,14.3,1.3,3.5,.385,0.1,0.4,.167,1.3,3.1,.413,.394,0.8,1.1,.750,0.3,1.0,1.3,2.5,0.5,0.0,0.7,0.7,3.5
50,Geoff Crompton,C,28,CLE,7,0,3.3,0.1,1.1,.125,0.0,0.0,,0.1,1.1,.125,.125,0.4,0.9,.500,0.9,0.4,1.3,0.1,0.1,0.1,0.6,0.6,0.7
51,Russell Cross,C,22,GSW,45,0,7.9,1.4,2.5,.571,0.0,0.0,,1.4,2.5,.571,.571,0.8,2.0,.418,0.8,1.0,1.8,0.5,0.3,0.2,0.4,1.3,3.7
52,Pat Cummings,PF,27,DAL,80,80,31.2,5.7,11.4,.494,0.0,0.0,.000,5.7,11.4,.495,.494,1.8,2.4,.742,1.9,6.3,8.2,2.0,0.8,0.3,1.8,3.5,13.1
53,Terry Cummings,PF,22,SDC,81,80,35.9,9.1,18.4,.494,0.0,0.0,.000,9.1,18.4,.495,.494,4.7,6.5,.720,4.0,5.6,9.6,1.7,1.1,0.7,2.7,3.7,22.9
54,Earl Cureton,C,26,DET,73,0,12.4,1.1,2.4,.458,0.0,0.0,.000,1.1,2.4,.460,.458,0.4,0.8,.525,1.2,2.8,3.9,0.5,0.3,0.4,0.8,2.0,2.6
