
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kareem Abdul-Jabbar*,C,37,LAL,79,79,33.3,9.2,15.3,.599,0.0,0.0,.000,9.2,15.3,.600,.599,3.7,5.0,.732,2.1,5.8,7.9,3.2,0.8,2.1,2.5,3.0,22.0
2,Alvan Adams,PF,30,PHO,82,69,26.0,5.8,11.2,.520,0.0,0.0,,5.8,11.2,.520,.520,3.0,3.5,.883,1.9,4.2,6.1,3.8,1.4,0.6,2.4,3.1,14.7
3,Mark Aguirre,SF,25,DAL,80,79,33.7,9.9,19.6,.506,0.3,1.1,.318,9.6,18.6,.517,.515,5.5,7.3,.759,2.4,3.6,6.0,3.1,0.8,0.3,3.2,3.1,25.7
4,Danny Ainge,SG,25,BOS,75,73,34.2,5.6,10.6,.529,0.2,0.7,.268,5.4,9.8,.549,.539,1.6,1.8,.868,1.0,2.6,3.6,5.3,1.6,0.1,2.0,3.0,12.9
5,Chuck Aleksinas,C,25,GSW,74,4,15.1,2.2,4.6,.478,0.0,0.0,.000,2.2,4.5,.479,.478,0.7,1.0,.733,1.2,2.5,3.6,0.5,0.2,0.2,1.0,2.3,5.1
6,J.J. Anderson,SF,24,UTA,44,0,10.4,1.4,3.4,.409,0.0,0.0,.000,1.4,3.3,.415,.409,0.6,1.0,.600,0.7,1.2,1.9,0.5,0.7,0.2,0.7,1.6,3.4
7,Ron Anderson,SF,26,CLE,36,7,14.4,2.3,5.4,.431,0.0,0.1,.500,2.3,5.4,.430,.433,1.1,1.4,.820,1.1,1.4,2.4,0.9,0.3,0.2,0.9,1.1,5.8
8,John Bagley,PG,24,CLE,81,65,29.6,4.2,8.6,.488,0.0,0.3,.115,4.1,8.2,.502,.490,1.5,2.1,.749,0.7,2.9,3.6,8.6,1.6,0.1,2.6,1.6,9.9
9,James Bailey,PF,27,NYK,74,28,17.5,2.1,4.7,.447,0.0,0.0,.000,2.1,4.7,.448,.447,1.0,1.5,.676,1.6,3.0,4.6,0.5,0.4,0.7,1.4,3.9,5.2
10,Thurl Bailey,PF,23,UTA,80,68,31.0,6.3,12.9,.490,0.0,0.0,1.000,6.3,12.9,.490,.491,2.5,2.9,.842,1.9,4.7,6.6,1.7,0.6,1.3,1.9,2.7,15.2
11,Greg Ballard,SF,30,WSB,82,77,32.5,5.7,11.9,.480,0.2,0.6,.304,5.5,11.4,.488,.487,1.5,1.8,.795,1.8,4.6,6.5,2.5,1.2,0.4,1.3,2.7,13.1
12,Gene Banks,SF,25,SAS,82,41,25.5,3.5,6.0,.586,0.0,0.0,.333,3.5,6.0,.588,.587,2.4,3.1,.774,1.6,3.8,5.4,2.9,0.8,0.2,1.7,2.7,9.5
13,Ken Bannister,PF,24,NYK,75,50,18.7,2.8,5.9,.470,0.0,0.0,,2.8,5.9,.470,.470,1.2,2.6,.474,1.4,3.0,4.4,0.5,0.5,0.5,1.9,3.7,6.8
14,Charles Barkley*,PF,21,PHI,82,60,28.6,5.2,9.5,.545,0.0,0.1,.167,5.2,9.5,.548,.546,3.6,4.9,.733,3.2,5.3,8.6,1.9,1.2,1.0,2.5,3.7,14.0
15,Kent Benson,C,30,DET,72,35,19.5,2.8,5.5,.506,0.0,0.0,.000,2.8,5.5,.510,.506,1.1,1.3,.809,1.4,3.1,4.5,1.3,0.7,0.6,0.9,2.9,6.6
16,Larry Bird*,SF,28,BOS,80,77,39.5,11.5,22.0,.522,0.7,1.6,.427,10.8,20.4,.529,.538,5.0,5.7,.882,2.1,8.5,10.5,6.6,1.6,1.2,3.1,2.6,28.7
17,Otis Birdsong,SG,29,NJN,56,45,32.9,8.8,17.3,.511,0.1,0.4,.190,8.8,16.9,.518,.513,2.9,4.6,.622,1.1,1.6,2.6,4.1,1.5,0.1,2.1,2.6,20.6
18,Rolando Blackman,SG,25,DAL,81,80,35.0,7.7,15.2,.508,0.1,0.2,.300,7.6,14.9,.512,.511,4.2,5.1,.828,1.3,2.4,3.7,3.6,0.8,0.2,2.0,1.2,19.7
19,Cory Blackwell,SF,21,SEA,60,0,9.2,1.5,4.0,.367,0.0,0.0,.000,1.5,3.9,.370,.367,0.5,0.9,.509,0.7,0.9,1.6,0.4,0.4,0.1,0.7,0.9,3.4
20,Sam Bowie,C,23,POR,76,62,29.2,3.9,7.3,.537,0.0,0.0,,3.9,7.3,.537,.537,2.1,3.0,.711,2.7,5.9,8.6,2.8,0.7,2.7,2.3,3.7,10.0
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21,Dudley Bradley,SG,27,WSB,73,24,16.9,1.9,4.1,.475,0.3,0.9,.313,1.7,3.2,.519,.508,0.7,1.1,.684,0.5,1.4,1.8,2.4,1.3,0.3,1.2,2.1,4.9
22,Mike Bratz,PG,29,GSW,56,6,13.3,1.9,4.5,.424,0.1,0.5,.231,1.8,4.0,.446,.436,1.2,1.5,.841,0.2,0.8,1.0,2.2,0.8,0.1,1.0,1.4,5.1
23,Randy Breuer,C,24,MIL,78,0,13.9,2.1,4.1,.511,0.0,0.0,,2.1,4.1,.511,.511,1.1,1.6,.701,1.2,2.1,3.3,0.5,0.3,1.1,0.8,2.3,5.3
24,Ron Brewer,SG,29,TOT,20,0,16.3,3.1,5.9,.525,0.0,0.1,.000,3.1,5.8,.534,.525,1.2,1.3,.920,0.5,0.6,1.1,0.9,0.3,0.3,0.5,1.2,7.4
25,Frank Brickowski,C,25,SEA,78,9,14.3,1.9,3.9,.492,0.0,0.1,.000,1.9,3.9,.498,.492,1.1,1.6,.669,1.0,2.4,3.3,1.3,0.4,0.2,1.3,2.2,4.9
