
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Mahmoud Abdul-Rauf,PG,28,SAC,31,0,17.1,3.3,8.8,.377,0.2,1.0,.161,3.2,7.8,.405,.386,0.5,0.5,1.000,0.2,1.0,1.2,1.9,0.5,0.0,0.6,1.0,7.3
2,Tariq Abdul-Wahad,SG,23,SAC,59,16,16.3,2.4,6.1,.403,0.1,0.3,.211,2.4,5.7,.414,.409,1.4,2.1,.672,0.7,1.2,2.0,0.9,0.6,0.2,1.1,1.4,6.4
3,Shareef Abdur-Rahim,SF,21,VAN,82,82,36.0,8.0,16.4,.485,0.3,0.6,.412,7.7,15.8,.488,.493,6.1,7.8,.784,2.8,4.3,7.1,2.6,1.1,0.9,3.1,2.5,22.3
4,Cory Alexander,PG,24,TOT,60,22,21.6,2.9,6.7,.428,1.1,2.9,.375,1.8,3.7,.469,.510,1.3,1.7,.784,0.3,2.2,2.4,3.5,1.2,0.2,1.9,1.6,8.1
5,Ray Allen,SG,22,MIL,82,82,40.1,6.9,16.0,.428,1.6,4.5,.364,5.2,11.5,.453,.479,4.2,4.8,.875,1.5,3.4,4.9,4.3,1.4,0.1,3.2,3.0,19.5
6,Derek Anderson,SF,23,CLE,66,13,27.9,3.6,8.9,.408,0.3,1.3,.202,3.4,7.6,.442,.422,4.2,4.8,.873,0.8,2.0,2.8,3.4,1.3,0.2,1.9,2.1,11.7
7,Greg Anderson,C,33,ATL,50,0,8.0,0.7,1.6,.444,0.0,0.1,.000,0.7,1.5,.474,.444,0.3,0.8,.390,0.8,1.6,2.4,0.3,0.4,0.2,0.3,1.7,1.8
8,Kenny Anderson,PG,27,TOT,61,56,30.5,4.4,11.0,.398,0.9,2.6,.356,3.5,8.4,.411,.440,2.5,3.2,.789,0.6,2.2,2.8,5.7,1.4,0.0,2.3,2.2,12.2
9,Nick Anderson,SF,30,ORL,58,44,29.3,5.9,13.0,.455,1.3,3.7,.360,4.6,9.3,.493,.506,2.2,3.4,.638,1.7,3.4,5.1,2.1,1.2,0.4,1.5,1.7,15.3
10,Shandon Anderson,SG,24,UTA,82,2,19.5,3.3,6.1,.538,0.1,0.4,.219,3.2,5.7,.560,.545,1.7,2.3,.735,1.0,1.7,2.8,1.1,0.8,0.2,1.1,1.8,8.3
11,Chris Anstey,C,23,DAL,41,8,16.6,2.2,5.6,.398,0.1,0.4,.188,2.2,5.2,.414,.405,1.3,1.8,.716,1.3,2.5,3.8,0.9,0.8,0.7,1.0,2.3,5.9
12,Greg Anthony,PG,30,SEA,80,0,12.8,1.9,4.4,.430,0.8,2.0,.415,1.1,2.4,.442,.524,0.7,1.0,.663,0.2,1.2,1.4,2.6,0.8,0.0,1.1,1.2,5.2
13,B.J. Armstrong,PG,30,TOT,66,0,12.6,1.6,3.2,.493,0.1,0.5,.257,1.5,2.7,.539,.514,0.6,0.8,.840,0.2,0.9,1.2,2.3,0.4,0.0,0.6,1.1,4.0
14,Darrell Armstrong,PG,29,ORL,48,17,25.8,3.3,7.9,.411,0.5,1.4,.368,2.7,6.5,.420,.443,2.2,2.6,.854,1.4,2.0,3.3,4.9,1.2,0.1,2.3,2.0,9.2
15,Vincent Askew,SG,31,POR,30,5,14.8,0.6,1.8,.352,0.0,0.1,.000,0.6,1.7,.365,.352,0.9,1.3,.718,0.7,1.6,2.3,1.3,0.6,0.2,1.2,1.3,2.2
16,Keith Askins,SF,30,MIA,46,12,14.8,0.8,2.7,.320,0.5,1.6,.284,0.4,1.0,.375,.406,0.3,0.4,.632,0.6,1.6,2.2,0.6,0.6,0.3,0.6,2.3,2.4
17,Stacey Augmon,SG,29,POR,71,23,20.4,2.2,5.2,.414,0.0,0.1,.143,2.2,5.1,.419,.415,1.3,2.2,.603,1.5,1.8,3.3,1.2,0.8,0.5,1.1,2.0,5.7
18,Isaac Austin,C,28,TOT,78,50,29.1,5.2,11.2,.466,0.0,0.1,.000,5.2,11.1,.470,.466,3.1,4.7,.669,2.6,4.6,7.1,2.2,0.8,0.7,2.6,3.0,13.5
19,Vin Baker,C,26,SEA,82,82,35.9,7.7,14.2,.542,0.0,0.1,.143,7.7,14.1,.545,.543,3.8,6.4,.591,3.5,4.5,8.0,1.9,1.1,1.0,2.1,3.4,19.2
20,Charles Barkley*,PF,34,HOU,68,41,33.0,5.3,10.9,.485,0.3,1.2,.214,5.0,9.7,.520,.497,4.4,5.8,.746,3.5,8.1,11.7,3.2,1.0,0.4,2.2,2.8,15.2
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21,Dana Barros,PG,30,BOS,80,15,21.1,3.5,7.6,.461,1.3,3.1,.407,2.3,4.5,.499,.544,1.5,1.8,.847,0.4,1.6,1.9,3.6,1.0,0.1,1.3,1.6,9.8
22,Brent Barry,SG,26,TOT,58,36,27.6,3.7,8.7,.421,1.6,3.9,.393,2.1,4.8,.444,.510,2.0,2.3,.858,0.5,2.4,2.9,2.6,1.1,0.5,1.8,2.0,10.9
23,Drew Barry,PG,24,ATL,27,0,9.5,0.7,1.4,.474,0.3,0.8,.429,0.3,0.6,.529,.592,0.4,0.5,.846,0.2,1.1,1.3,1.8,0.4,0.0,1.1,1.0,2.1
24,Jon Barry,SG,28,LAL,49,1,7.6,0.8,2.1,.365,0.4,1.2,.295,0.4,0.9,.465,.452,0.6,0.6,.931,0.2,0.6,0.8,1.0,0.5,0.1,0.4,0.7,2.5
25,Tony Battie,PF,21,DEN,65,49,23.2,3.6,8.1,.446,0.0,0.2,.214,3.6,7.9,.452,.449,1.1,1.6,.702,2.1,3.3,5.4,0.9,0.8,1.1,1.5,3.1,8.4
26,Corey Beck,PG,26,CHH,59,14,12.5,1.2,2.7,.459,0.0,0.1,.500,1.2,2.6,.458,.465,0.7,1.0,.729,0.5,1.1,1.5,1.7,0.6,0.1,1.2,1.7,3.2
27,Benoit Benjamin,C,33,PHI,14,0,14.1,1.6,2.9,.537,0.0,0.0,,1.6,2.9,.537,.537,1.4,2.1,.633,1.3,2.5,3.8,0.2,0.3,0.3,0.9,1.9,4.5
28,Mario Bennett,PF,24,LAL,45,4,7.9,1.8,3.0,.593,0.0,0.0,.500,1.8,3.0,.594,.596,0.4,1.0,.364,1.3,1.5,2.8,0.4,0.4,0.2,0.5,1.4,3.9
29,David Benoit,SF,29,TOT,77,0,14.6,2.0,5.3,.373,0.7,2.2,.324,1.3,3.1,.408,.440,0.8,1.0,.824,0.8,1.9,2.6,0.3,0.5,0.3,0.7,2.0,5.5
30,Travis Best,PG,25,IND,82,0,18.9,2.5,5.9,.419,0.3,0.9,.300,2.2,5.0,.439,.441,1.4,1.6,.855,0.3,1.1,1.5,3.4,1.0,0.1,1.4,2.4,6.5
31,Chauncey Billups,PG,21,TOT,80,70,27.7,3.5,9.4,.374,1.3,4.1,.329,2.2,5.3,.408,.445,2.8,3.3,.850,0.8,1.6,2.4,3.9,1.3,0.1,2.2,2.2,11.2
32,Mookie Blaylock,PG,30,ATL,70,69,38.6,5.3,13.4,.392,1.3,4.8,.269,4.0,8.6,.460,.440,1.4,1.9,.709,1.2,3.7,4.9,6.7,2.6,0.3,2.5,1.7,13.2
33,Corie Blount,PF,29,LAL,70,3,14.7,1.5,2.7,.572,0.0,0.1,.000,1.5,2.6,.585,.572,0.6,1.1,.500,1.6,2.6,4.3,0.5,0.4,0.4,0.7,2.2,3.6
34,Muggsy Bogues,PG,33,TOT,61,31,25.7,2.3,5.3,.437,0.1,0.3,.250,2.2,5.0,.446,.443,1.0,1.1,.897,0.5,1.7,2.2,5.4,1.1,0.0,1.7,1.0,5.7
35,Etdrick Bohannon,PF,24,IND,5,0,2.2,0.0,0.8,.000,0.0,0.0,,0.0,0.8,.000,.000,0.0,0.0,,0.4,0.8,1.2,0.2,0.0,0.4,0.6,0.6,0.0
36,Keith Booth,SF,23,CHI,6,0,2.8,0.3,1.0,.333,0.0,0.2,.000,0.3,0.8,.400,.333,1.0,1.0,1.000,0.3,0.3,0.7,0.2,0.0,0.0,0.5,0.5,1.7
37,Bruce Bowen,SF,26,BOS,61,9,21.4,2.0,4.9,.409,0.3,1.0,.339,1.7,3.9,.427,.443,1.2,2.0,.623,1.3,1.6,2.9,1.3,1.4,0.5,0.9,2.9,5.6
38,Anthony Bowie,SG,34,NYK,27,3,8.3,1.2,2.2,.542,0.1,0.1,.750,1.1,2.0,.527,.568,0.3,0.3,.889,0.3,0.6,1.0,0.4,0.2,0.1,0.3,0.9,2.8
39,Shawn Bradley,C,25,DAL,64,46,28.5,4.7,11.1,.422,0.0,0.0,.333,4.7,11.1,.422,.423,2.0,2.8,.722,2.6,5.5,8.1,0.9,0.8,3.3,1.5,3.3,11.4
40,Terrell Brandon,PG,27,MIL,50,48,35.7,6.8,14.6,.464,0.6,1.9,.333,6.2,12.8,.483,.485,2.6,3.1,.846,0.5,3.1,3.5,7.7,2.2,0.3,2.9,2.4,16.8
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
41,Tim Breaux,SF,27,MIL,6,0,5.0,0.7,1.8,.364,0.2,0.5,.333,0.5,1.3,.375,.409,0.2,0.3,.500,0.0,0.3,0.3,0.3,0.3,0.2,0.2,0.2,1.7
42,Scott Brooks,PG,32,CLE,43,0,7.3,0.7,1.5,.424,0.1,0.3,.455,0.5,1.3,.418,.462,0.4,0.5,.900,0.1,0.6,0.7,1.1,0.4,0.1,0.3,0.6,1.8
43,Chucky Brown,SF,29,ATL,77,8,15.6,2.1,4.8,.433,0.0,0.1,.250,2.1,4.7,.437,.435,0.8,1.1,.724,0.7,1.6,2.4,0.7,0.3,0.2,0.7,1.3,5.0
44,Dee Brown,SG,29,TOT,72,12,23.9,3.4,7.8,.438,1.5,3.8,.399,1.9,4.0,.474,.534,0.8,1.0,.817,0.3,1.8,2.1,2.1,1.1,0.3,1.0,1.7,9.1
45,P.J. Brown,PF,28,MIA,74,74,31.9,3.8,8.0,.471,0.0,0.0,,3.8,8.0,.471,.471,2.0,2.7,.766,3.2,5.4,8.6,1.4,0.9,1.3,1.3,3.6,9.6
46,Randy Brown,PG,29,CHI,71,6,16.2,1.6,4.3,.384,0.0,0.1,.000,1.6,4.2,.391,.384,0.8,1.1,.718,0.5,0.8,1.3,2.1,1.0,0.2,0.9,1.7,4.1
47,Rick Brunson,PG,25,POR,38,10,16.4,1.3,3.7,.348,0.6,1.6,.361,0.7,2.1,.338,.426,1.1,1.6,.677,0.4,1.1,1.5,2.6,0.7,0.1,1.4,1.4,4.3
48,Kobe Bryant,SG,19,LAL,79,1,26.0,4.9,11.6,.428,0.9,2.8,.341,4.0,8.8,.456,.469,4.6,5.8,.794,1.0,2.1,3.1,2.5,0.9,0.5,2.0,2.3,15.4
49,Mark Bryant,C,32,PHO,70,22,15.9,1.6,3.2,.484,0.0,0.0,.000,1.6,3.2,.487,.484,1.0,1.4,.768,1.3,2.2,3.5,0.7,0.5,0.2,0.8,2.6,4.2
50,Jud Buechler,SF,29,CHI,74,0,8.2,1.1,2.4,.483,0.3,0.9,.385,0.8,1.5,.541,.554,0.0,0.1,.500,0.3,0.7,1.0,0.7,0.3,0.2,0.3,0.6,2.7
51,Matt Bullard,SF,30,HOU,67,24,17.8,2.6,5.8,.450,1.4,3.4,.416,1.2,2.4,.500,.573,0.3,0.4,.741,0.4,1.8,2.2,0.9,0.5,0.4,0.6,1.6,7.0
