
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Zaid Abdul-Aziz,PF-C,31,TOT,16,,9.9,1.4,3.8,.383,,,,1.4,3.8,.383,.383,1.1,1.4,.739,1.2,1.9,3.1,0.6,0.2,0.2,0.9,1.8,3.9
2,Kareem Abdul-Jabbar*,C,30,LAL,62,,36.5,10.7,19.4,.550,,,,10.7,19.4,.550,.550,4.4,5.6,.783,3.0,9.9,12.9,4.3,1.7,3.0,3.4,2.9,25.8
3,Tom Abernethy,SF,23,LAL,73,,18.0,2.8,5.5,.498,,,,2.8,5.5,.498,.498,1.2,1.5,.820,1.4,2.2,3.6,1.4,0.8,0.3,0.7,1.7,6.8
4,Alvan Adams,C,23,PHO,70,,27.3,6.2,12.8,.485,,,,6.2,12.8,.485,.485,3.1,4.2,.730,2.3,5.8,8.1,3.2,1.2,0.9,3.3,3.5,15.5
5,Lucius Allen,PG,30,KCK,77,,27.9,4.8,11.0,.441,,,,4.8,11.0,.441,.441,2.3,2.9,.791,0.9,2.1,3.0,4.7,1.2,0.4,2.8,2.3,11.9
6,Jim Ard,C,29,TOT,15,,8.3,0.5,1.1,.471,,,,0.5,1.1,.471,.471,0.2,0.3,.600,0.6,1.8,2.4,0.5,0.0,0.0,0.9,1.3,1.3
7,Tate Armstrong,SG,22,CHI,66,,10.8,2.0,4.2,.468,,,,2.0,4.2,.468,.468,0.3,0.4,.815,0.4,0.7,1.0,1.1,0.3,0.0,0.9,0.6,4.3
8,Bird Averitt,SG,25,TOT,55,,19.7,3.6,8.8,.409,,,,3.6,8.8,.409,.409,1.8,2.6,.709,0.3,1.2,1.5,3.6,0.7,0.2,2.6,2.2,9.0
9,Dennis Awtrey,C,29,PHO,81,,20.0,1.4,3.3,.424,,,,1.4,3.3,.424,.424,0.9,1.3,.633,1.2,2.5,3.7,2.0,0.2,0.3,1.6,1.9,3.6
10,Gus Bailey,SG,26,NOJ,48,,9.4,1.2,2.9,.424,,,,1.2,2.9,.424,.424,0.8,1.4,.552,0.9,0.8,1.7,0.8,0.4,0.3,0.7,1.0,3.2
11,Greg Ballard,SF,23,WSB,76,,12.3,1.9,4.4,.425,,,,1.9,4.4,.425,.425,1.2,1.5,.772,1.3,2.2,3.5,0.8,0.4,0.2,0.8,1.2,4.9
12,Mike Bantom,SF,26,IND,82,,33.8,6.1,12.8,.479,,,,6.1,12.8,.479,.479,3.1,4.2,.743,2.2,5.2,7.4,2.9,1.2,0.6,2.7,4.1,15.3
13,Marvin Barnes,PF,25,TOT,60,,27.4,4.7,11.0,.422,,,,4.7,11.0,.422,.422,2.1,3.0,.703,2.3,5.1,7.3,2.3,1.1,1.4,2.3,4.0,11.4
14,Rick Barry*,SF,33,GSW,82,,36.9,9.3,20.6,.451,,,,9.3,20.6,.451,.451,4.6,5.0,.924,0.9,4.6,5.5,5.4,1.9,0.5,2.7,2.3,23.1
15,Tim Bassett,PF,26,NJN,65,,22.7,2.3,5.9,.388,,,,2.3,5.9,.388,.388,0.8,1.5,.515,2.2,4.0,6.2,1.0,1.0,0.5,1.2,2.8,5.4
16,Butch Beard,PG,30,NYK,79,,25.1,3.9,7.8,.502,,,,3.9,7.8,.502,.502,1.6,2.0,.806,1.0,2.4,3.3,4.3,1.5,0.0,1.9,2.5,9.4
17,Ron Behagen,PF,27,TOT,80,,21.7,4.3,10.1,.430,,,,4.3,10.1,.430,.430,2.2,3.1,.725,2.5,3.9,6.4,1.3,0.8,0.4,2.2,3.3,10.9
18,Mel Bennett,PF,23,IND,31,,9.2,0.7,2.6,.284,,,,0.7,2.6,.284,.284,0.9,1.5,.622,1.6,1.4,3.0,0.7,0.4,0.2,1.0,1.7,2.4
19,Kent Benson,C,23,MIL,69,,18.7,3.2,6.9,.465,,,,3.2,6.9,.465,.465,1.3,2.0,.652,1.3,3.0,4.3,1.4,1.0,0.8,1.7,2.6,7.7
20,Henry Bibby,PG,28,PHI,82,,30.7,3.5,8.0,.434,,,,3.5,8.0,.434,.434,2.1,2.7,.781,0.8,2.3,3.1,5.7,1.1,0.1,1.9,2.5,9.1
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21,Bob Bigelow,SF,24,TOT,5,,4.8,0.8,2.6,.308,,,,0.8,2.6,.308,.308,0.0,0.0,,0.6,1.2,1.8,0.0,0.0,0.0,0.0,0.6,1.6
22,Dave Bing*,PG,34,BOS,80,,28.2,5.3,11.8,.449,,,,5.3,11.8,.449,.449,3.1,3.7,.824,1.0,1.7,2.7,3.8,1.0,0.2,2.7,3.1,13.6
23,Otis Birdsong,SG,22,KCK,73,,25.7,6.4,13.1,.492,,,,6.4,13.1,.492,.492,3.0,4.2,.697,1.0,1.4,2.4,2.4,1.0,0.2,2.0,2.5,15.8
24,Tom Boerwinkle,C,32,CHI,22,,10.3,1.0,2.3,.460,,,,1.0,2.3,.460,.460,0.5,0.6,.769,0.6,2.0,2.7,2.0,0.1,0.2,1.2,1.6,2.5
25,Phil Bond,SG,23,HOU,7,,3.0,0.3,0.9,.333,,,,0.3,0.9,.333,.333,0.0,0.0,,0.1,0.4,0.6,0.3,0.1,0.0,0.3,0.1,0.6
26,Ron Boone,SG,31,KCK,82,,32.4,6.9,15.5,.443,,,,6.9,15.5,.443,.443,3.9,4.6,.854,1.4,1.9,3.3,3.8,1.3,0.1,3.7,2.8,17.7
27,Jim Bostic,PF,25,DET,4,,12.0,3.0,5.5,.545,,,,3.0,5.5,.545,.545,0.5,1.3,.400,2.0,2.0,4.0,0.8,0.0,0.0,0.8,1.3,6.5
28,Tom Boswell,PF,24,BOS,65,,17.7,2.8,5.5,.518,,,,2.8,5.5,.518,.518,1.4,1.9,.756,1.8,2.6,4.4,1.1,0.4,0.2,1.5,3.1,7.1
