
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Zaid Abdul-Aziz,C,30,BUF,22,,8.9,1.1,3.4,.338,,,,1.1,3.4,.338,.338,1.5,2.0,.767,1.9,2.2,4.1,0.3,0.1,0.4,,1.0,3.8
2,Kareem Abdul-Jabbar*,C,29,LAL,82,,36.8,10.8,18.7,.579,,,,10.8,18.7,.579,.579,4.6,6.5,.701,3.2,10.0,13.3,3.9,1.2,3.2,,3.2,26.2
3,Tom Abernethy,SF,22,LAL,70,,19.7,2.4,5.0,.484,,,,2.4,5.0,.484,.484,1.4,1.9,.754,1.6,2.5,4.2,1.4,0.7,0.1,,1.7,6.3
4,Alvan Adams,C,22,PHO,72,,31.6,7.3,15.3,.474,,,,7.3,15.3,.474,.474,3.5,4.6,.754,2.5,6.6,9.1,4.5,1.3,1.2,,3.6,18.0
5,Don Adams,SF,29,BUF,77,,22.2,2.8,6.8,.411,,,,2.8,6.8,.411,.411,1.7,2.2,.746,1.7,3.1,4.8,1.9,1.0,0.2,,2.6,7.3
6,Lucius Allen,PG,29,LAL,78,,31.8,6.1,13.3,.456,,,,6.1,13.3,.456,.456,2.5,3.2,.774,0.7,2.5,3.2,5.2,1.5,0.2,,2.3,14.6
7,Jerome Anderson,SG,23,IND,27,,6.1,1.0,2.2,.441,,,,1.0,2.2,.441,.441,0.5,0.7,.700,0.3,0.1,0.4,0.4,0.2,0.1,,1.0,2.4
8,Tiny Archibald*,PG,28,NYN,34,,37.6,7.4,16.5,.446,,,,7.4,16.5,.446,.446,5.8,7.4,.785,0.6,1.7,2.4,7.5,1.7,0.3,,2.3,20.5
9,Jim Ard,C,28,BOS,63,,15.4,1.5,4.0,.378,,,,1.5,4.0,.378,.378,0.8,1.2,.645,1.2,3.5,4.7,0.8,0.3,0.4,,2.0,3.8
10,Bird Averitt,SG,24,BUF,75,,15.1,3.1,8.3,.378,,,,3.1,8.3,.378,.378,1.6,2.3,.716,0.3,0.8,1.0,1.8,0.4,0.1,,1.7,7.9
11,Dennis Awtrey,C,28,PHO,72,,24.4,2.2,5.2,.429,,,,2.2,5.2,.429,.429,1.3,1.8,.722,1.5,3.4,4.9,2.5,0.3,0.4,,2.4,5.7
12,Mike Bantom,PF-SF,25,TOT,77,,24.8,4.7,9.8,.478,,,,4.7,9.8,.478,.478,2.9,4.0,.723,2.4,3.7,6.1,1.3,0.8,0.6,,3.0,12.3
