
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Kareem Abdul-Jabbar*,C,31,LAL,80,,39.5,9.7,16.8,.577,,,,9.7,16.8,.577,.577,4.4,5.9,.736,2.6,10.2,12.8,5.4,1.0,4.0,3.5,2.9,23.8
2,Tom Abernethy,PF,24,GSW,70,,17.4,2.5,4.9,.515,,,,2.5,4.9,.515,.515,1.0,1.3,.745,1.1,2.0,3.1,1.1,0.6,0.2,0.5,1.9,6.0
3,Alvan Adams,C,24,PHO,77,,30.7,7.4,13.9,.530,,,,7.4,13.9,.530,.530,3.0,3.8,.799,2.9,6.3,9.2,4.7,1.4,0.8,3.6,3.2,17.8
4,Lucius Allen,PG,31,KCK,31,,13.3,2.2,5.6,.397,,,,2.2,5.6,.397,.397,0.6,1.1,.576,0.5,1.0,1.5,1.4,0.7,0.2,1.0,1.7,5.1
5,Kim Anderson,SF,23,POR,21,,10.7,1.1,3.7,.312,,,,1.1,3.7,.312,.312,0.7,1.3,.536,0.8,1.3,2.1,0.7,0.2,0.2,1.0,2.0,3.0
6,Tiny Archibald*,PG,30,BOS,69,,24.1,3.8,8.3,.452,,,,3.8,8.3,.452,.452,3.5,4.4,.788,0.4,1.1,1.5,4.7,0.8,0.1,2.9,1.9,11.0
7,Tate Armstrong,SG,23,CHI,26,,10.0,1.1,2.7,.400,,,,1.1,2.7,.400,.400,0.4,0.5,.769,0.3,0.5,0.8,1.2,0.4,0.0,0.8,0.8,2.5
8,Dennis Awtrey,C,30,TOT,63,,11.8,0.7,1.7,.411,,,,0.7,1.7,.411,.411,0.7,0.9,.732,0.7,1.7,2.4,1.1,0.3,0.2,0.8,1.7,2.0
9,Gus Bailey,SG,27,NOJ,2,,4.5,1.0,3.5,.286,,,,1.0,3.5,.286,.286,0.0,0.0,,1.0,0.0,1.0,1.0,0.0,0.0,0.5,0.5,2.0
10,Greg Ballard,SF,24,WSB,82,,18.9,3.2,6.8,.465,,,,3.2,6.8,.465,.465,1.5,2.1,.692,1.7,3.7,5.5,1.4,0.7,0.4,1.2,2.0,7.8
11,Mike Bantom,PF,27,IND,81,,31.2,6.0,12.8,.465,,,,6.0,12.8,.465,.465,2.8,4.2,.672,2.8,5.2,8.0,2.8,1.2,0.8,2.4,3.9,14.7
12,Tom Barker,C,23,TOT,39,,12.2,1.7,4.0,.436,,,,1.7,4.0,.436,.436,0.7,0.9,.730,1.2,1.9,3.1,0.4,0.3,0.3,0.9,1.9,4.2
13,Marvin Barnes,PF,26,BOS,38,,20.9,3.5,7.1,.491,,,,3.5,7.1,.491,.491,1.1,1.7,.652,1.5,3.2,4.7,1.4,1.0,1.0,1.8,3.8,8.1
14,Rick Barry*,SF,34,HOU,80,,32.1,5.8,12.5,.461,,,,5.8,12.5,.461,.461,2.0,2.1,.947,0.5,3.0,3.5,6.3,1.2,0.5,2.5,2.4,13.5
15,Tim Bassett,PF,27,NJN,82,,18.4,1.4,3.8,.371,,,,1.4,3.8,.371,.371,1.1,1.6,.679,2.1,3.0,5.1,1.2,0.5,0.4,1.3,2.7,3.9
16,Butch Beard,PG,31,NYK,7,,12.1,1.6,3.7,.423,,,,1.6,3.7,.423,.423,0.0,0.0,,0.1,1.3,1.4,2.7,1.0,0.0,1.4,1.9,3.1
17,Ron Behagen,PF,28,TOT,15,,11.0,1.9,4.1,.452,,,,1.9,4.1,.452,.452,0.7,0.9,.769,0.9,1.9,2.8,0.5,0.3,0.1,0.7,2.4,4.4
18,Kent Benson,C,24,MIL,82,,26.0,5.0,9.7,.518,,,,5.0,9.7,.518,.518,2.2,3.0,.735,2.3,4.8,7.1,2.5,1.1,1.0,1.9,3.4,12.3
19,Del Beshore,PG,22,MIL,1,,1.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Henry Bibby,PG,29,PHI,82,,31.0,4.5,10.6,.423,,,,4.5,10.6,.423,.423,3.2,4.1,.794,0.9,2.1,3.0,4.5,0.9,0.1,2.4,2.4,12.2
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
21,Bob Bigelow,SF,25,SDC,29,,14.2,1.2,3.1,.400,,,,1.2,3.1,.400,.400,0.4,0.7,.619,0.5,1.1,1.6,0.9,0.4,0.1,0.6,1.3,2.9
22,Otis Birdsong,SG,23,KCK,82,,34.6,9.0,17.8,.509,,,,9.0,17.8,.509,.509,3.6,5.0,.725,2.1,2.2,4.3,3.4,1.5,0.2,2.4,3.1,21.7
23,Ron Boone,SG,32,LAL,82,,19.3,3.2,6.9,.455,,,,3.2,6.9,.455,.455,1.1,1.3,.865,0.6,1.1,1.8,1.9,0.8,0.1,1.8,2.1,7.4
24,Tom Boswell,PF,25,DEN,79,,27.9,4.1,7.6,.532,,,,4.1,7.6,.532,.532,2.5,3.6,.697,3.1,3.7,6.8,3.1,0.6,0.6,2.3,3.3,10.6
25,Dennis Boyd,PG,24,DET,5,,8.0,0.6,2.4,.250,,,,0.6,2.4,.250,.250,0.0,0.0,,0.0,0.4,0.4,1.4,0.0,0.0,1.2,1.0,1.2
26,Winford Boynes,SG,21,NJN,69,,17.0,3.7,8.6,.430,,,,3.7,8.6,.430,.430,1.9,2.4,.787,0.9,1.4,2.2,1.1,0.6,0.1,1.7,1.7,9.3
27,Alonzo Bradley,SF,25,HOU,34,,7.2,1.1,2.6,.420,,,,1.1,2.6,.420,.420,0.6,1.0,.667,0.4,1.0,1.4,0.5,0.1,0.0,0.5,1.0,2.8
28,Mike Bratz,PG,23,PHO,77,,16.8,3.1,6.9,.454,,,,3.1,6.9,.454,.454,1.8,2.2,.818,0.7,1.1,1.8,2.3,0.8,0.1,1.8,2.0,8.1
29,Jim Brewer,PF,27,TOT,80,,20.1,1.8,4.0,.442,,,,1.8,4.0,.442,.442,0.3,0.8,.413,2.0,4.0,5.9,1.1,0.8,0.8,1.2,2.2,3.9
30,Ron Brewer,SG,23,POR,81,,30.3,5.4,10.8,.494,,,,5.4,10.8,.494,.494,2.6,3.2,.820,1.1,1.7,2.8,2.0,1.3,1.0,1.9,2.2,13.3
31,Junior Bridgeman,SG,25,MIL,82,,23.9,6.6,13.0,.506,,,,6.6,13.0,.506,.506,2.3,2.8,.829,1.4,2.2,3.6,2.0,1.1,0.5,1.7,2.2,15.5
