
Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
1,Alaa Abdelnaby,PF,24,TOT,75,52,17.5,3.3,6.3,.518,0.0,0.0,.000,3.3,6.3,.519,.518,1.2,1.5,.759,1.7,2.8,4.5,0.4,0.3,0.3,1.3,2.5,7.7
2,Mahmoud Abdul-Rauf,PG,23,DEN,81,81,33.5,7.8,17.4,.450,0.9,2.4,.355,7.0,14.9,.465,.475,2.7,2.9,.935,0.6,2.1,2.8,4.2,1.0,0.1,2.3,2.2,19.2
3,Mark Acres,C,30,TOT,18,7,14.9,1.4,2.7,.531,0.1,0.1,.500,1.4,2.6,.532,.541,0.6,0.9,.688,1.4,2.3,3.7,0.3,0.2,0.3,0.7,1.9,3.6
4,Michael Adams,PG,30,WSB,70,70,35.7,5.2,11.9,.439,1.0,3.0,.321,4.2,8.8,.480,.480,3.4,4.0,.856,0.7,2.7,3.4,7.5,1.4,0.1,2.5,2.1,14.8
5,Rafael Addison,SF,28,NJN,68,15,17.1,2.7,6.0,.443,0.1,0.5,.206,2.6,5.5,.464,.451,0.8,1.0,.814,0.7,1.3,1.9,0.8,0.3,0.2,0.9,1.8,6.3
6,Mark Aguirre,SF,33,DET,51,15,20.7,3.7,8.3,.443,0.6,1.6,.361,3.1,6.6,.463,.479,1.9,2.5,.767,0.8,2.1,3.0,2.1,0.3,0.1,1.3,2.0,9.9
7,Danny Ainge,SG,33,PHO,80,0,27.0,4.2,9.1,.462,1.9,4.7,.403,2.3,4.5,.522,.564,1.5,1.8,.848,0.6,2.1,2.7,3.3,0.9,0.1,1.4,2.2,11.8
8,Victor Alexander,C,23,GSW,72,59,24.3,4.8,9.3,.516,0.1,0.3,.455,4.6,9.0,.518,.523,1.5,2.3,.685,1.8,4.0,5.8,1.3,0.5,0.7,1.7,3.0,11.2
9,Eric Anderson,PF,22,NYK,16,0,2.8,0.3,1.1,.278,0.0,0.0,,0.3,1.1,.278,.278,0.7,0.8,.846,0.4,0.5,0.9,0.2,0.2,0.1,0.3,0.9,1.3
10,Kenny Anderson,PG,22,NJN,55,55,36.5,6.7,15.5,.435,0.1,0.5,.280,6.6,15.0,.440,.439,3.3,4.2,.776,0.9,3.2,4.1,8.2,1.7,0.2,2.8,2.5,16.9
11,Nick Anderson,SG,25,ORL,79,76,37.0,7.5,16.8,.449,1.1,3.2,.353,6.4,13.6,.471,.482,3.8,5.1,.741,1.5,4.5,6.0,3.4,1.6,0.7,2.1,2.5,19.9
12,Ron Anderson,SF,34,PHI,69,0,18.3,3.3,7.9,.414,0.6,1.7,.325,2.7,6.1,.439,.449,1.0,1.3,.809,0.9,1.8,2.7,1.3,0.4,0.1,0.9,1.1,8.1
13,Willie Anderson,SG,26,SAS,38,7,14.7,2.1,4.9,.430,0.0,0.2,.125,2.1,4.7,.444,.433,0.6,0.7,.786,0.2,1.3,1.5,2.1,0.4,0.2,1.2,1.4,4.8
14,Greg Anthony,PG,25,NYK,70,35,24.3,2.5,6.0,.415,0.1,0.4,.133,2.4,5.6,.437,.420,1.5,2.3,.673,0.6,1.8,2.4,5.7,1.6,0.2,1.5,2.0,6.6
15,B.J. Armstrong,PG,25,CHI,82,74,30.4,5.0,10.0,.499,0.8,1.7,.453,4.2,8.3,.508,.537,1.6,1.8,.861,0.3,1.5,1.8,4.0,0.8,0.1,1.0,2.1,12.3
16,Vincent Askew,SG,26,TOT,73,4,15.5,2.1,4.2,.492,0.0,0.1,.333,2.1,4.2,.495,.495,1.4,2.0,.705,0.8,1.4,2.2,1.7,0.5,0.3,0.9,1.8,5.6
17,Keith Askins,SF,25,MIA,69,1,13.6,1.3,3.1,.413,0.3,0.9,.338,1.0,2.1,.446,.465,0.4,0.6,.725,1.1,1.8,2.9,0.4,0.4,0.4,0.5,2.0,3.3
18,Stacey Augmon,SG,24,ATL,73,66,28.9,5.4,10.8,.501,0.0,0.1,.000,5.4,10.8,.504,.501,3.1,4.2,.739,1.9,2.0,3.9,2.3,1.2,0.2,2.2,1.9,14.0
19,Isaac Austin,C,23,UTA,46,3,6.7,1.1,2.4,.446,0.0,0.0,.000,1.1,2.4,.450,.446,0.6,1.0,.659,0.8,0.9,1.7,0.1,0.2,0.3,0.5,1.3,2.8
